Stock,Date,Open,High,Low,Close,Volume,Returns,Volume_Ratio,Combined_Suspiciousness,IsoForest_Anomaly,WaveLSTM_Anomaly,Pattern_Anomaly
BAJFINANCE,2019-09-20,330.85111843660087,366.4938701477138,320.8189750736048,361.8222961425781,56480860,0.10117329330437919,2.5033434284024985,0.4029609265880305,1,0,1
HINDUNILVR,2020-04-07,2021.8364400542823,2240.4133524925837,2021.8364400542823,2226.6611328125,8510114,0.13499862113731775,2.0238034143175203,0.40013828190567435,1,0,1
HDFCBANK,2024-01-18,727.1084347245617,737.3288344094451,720.3191929835535,723.2879638671875,161070930,-0.03339840232408209,1.9903356816745061,0.39416702780485124,1,0,1
BAJFINANCE,2020-03-12,378.1114380506276,379.0860987620606,355.3953624767476,365.80322265625,52726190,-0.07351167860965846,1.5732152637433998,0.3918546895938293,1,1,1
BHARTIARTL,2020-03-18,439.721148742338,457.6923475989671,389.4877717155459,406.7898559570313,29342689,-0.06410811887886658,1.5341128024400845,0.3909199556947339,1,0,1
BAJFINANCE,2023-07-04,756.5106994484865,783.2110770760802,752.8171616958847,777.3221435546875,41622080,0.07192825018504245,2.7101540660567367,0.38674636064200235,1,0,1
BAJFINANCE,2018-05-17,187.96910813205983,203.33777288267865,185.64140837191275,201.26329040527344,55812030,0.07633013768874952,3.0232198238005252,0.3864713173433451,1,0,1
SHRIRAMFIN,2019-06-17,179.98913536505472,185.4380214687087,175.77063978988596,178.92572021484375,164823582,-0.06175404288890829,4.196446061696264,0.37940616134801475,1,0,1
BAJFINANCE,2021-04-12,464.3130376896482,464.3130376896482,431.0078830874372,441.8810424804688,45000460,-0.07415384477664233,1.6937512284275698,0.37708928027609523,1,0,1
BHARTIARTL,2021-01-13,564.0966811461951,577.2397372237944,543.9503860185873,554.7430419921875,85239439,0.022094623126286628,2.3041184366190772,0.37406492433313626,1,0,1
BHARTIARTL,2018-11-16,265.8555926262023,295.609674232743,265.0656665162824,292.0549621582031,25046229,0.09313413052834729,2.7183661846066123,0.3687245404669642,1,0,1
BHARTIARTL,2020-09-23,448.01555754246687,448.01555754246687,406.6676691064613,416.1652221679688,86810146,-0.07888314471027424,2.1866129368166347,0.36790348779802357,1,0,1
BAJFINANCE,2024-01-30,691.0948200189839,691.0948200189839,672.9484745686839,674.1549072265625,41531470,-0.05206725961556613,1.7629710899105506,0.3626269140315108,1,0,1
HINDUNILVR,2024-10-24,2589.324912263946,2589.324912263946,2399.1607603635493,2450.516845703125,9216267,-0.05798524451864118,3.3271472185335216,0.3625765957840835,1,1,1
HDFCBANK,2020-03-20,414.3892813178423,433.1433446587117,390.4967735453303,418.10693359375,88637464,-0.014181425073192422,1.5193149223983244,0.36208143618115674,1,0,1
BAJFINANCE,2019-07-25,312.63395568174604,316.9829985232803,292.82372060840225,297.7396240234375,102905770,-0.04003411521579758,2.3378972708749455,0.36180910680464495,1,0,1
HDFCBANK,2020-03-13,464.1398060865096,512.1616008174603,435.3219945252568,506.6443481445313,66342364,0.047488783095082754,1.5191363369638498,0.35746924775916644,1,0,1
SHRIRAMFIN,2023-06-19,284.2933583067077,289.67812778759605,280.39469037382224,283.6853942871094,15970295,0.048769373480149314,2.4544098336872207,0.3565367678844483,1,0,1
HINDUNILVR,2019-09-20,1651.6883926517482,1804.807064268943,1640.1365402072558,1784.64794921875,4539742,0.08660874228904203,2.732820657541978,0.35581212810489626,1,0,1
SHRIRAMFIN,2020-09-24,109.44438426955055,109.44438426955055,101.33638002491097,102.85035705566406,44394795,-0.08032946533004004,1.9770932680186641,0.35552558228467257,1,0,1
BHARTIARTL,2019-11-15,342.07434085837104,380.93229051718174,341.50077588410744,375.7225646972656,56210391,0.08427576589773422,3.0167477118361234,0.3544809487059696,1,0,1
HINDUNILVR,2020-05-04,1939.869699247433,1967.1918076875372,1881.5825345752096,1896.7462158203125,8474573,-0.05118462505991095,1.7125532822883889,0.35297916347920366,1,0,1
BHARTIARTL,2020-10-28,427.8692616477073,468.1618829672372,424.03185351759873,433.4814453125,125905730,0.042690627359104116,3.205165114318098,0.3518769995710882,1,0,1
HINDUNILVR,2020-02-03,1889.6879729823363,1999.568517336572,1889.6879729823363,1984.4501953125,4012542,0.07113183099872211,2.3474413128263785,0.34661306281071447,1,0,1
BHARTIARTL,2019-12-02,450.3795617670977,464.19255482968697,434.9893318188277,438.3828430175781,56782244,0.036501259537446096,2.072115649816281,0.34632988354602373,1,0,1
BAJFINANCE,2022-07-28,642.2334914514631,700.1300054770292,642.2334914514631,696.845947265625,64857820,0.10634959472888328,2.9114265437116953,0.3435794419393959,1,0,1
BAJFINANCE,2018-07-19,244.2822229531188,247.51147956701573,229.9993378392836,245.8724670410156,48898170,0.012636798836832774,2.4940131244064383,0.34296608034597625,1,0,1
HINDUNILVR,2021-08-20,2324.516099357055,2455.2117836582547,2311.446530926935,2445.316162109375,5779927,0.05363915753175719,2.529079088539889,0.3392378099494876,1,0,1
HINDUNILVR,2024-06-04,2299.8666921601257,2431.668282626243,2268.9629335739623,2418.34765625,7826048,0.05959524754424006,2.174801865260485,0.3388041609200471,1,0,1
SHRIRAMFIN,2024-01-11,432.3654302024941,446.38156458063565,429.6460198128267,444.4126892089844,14663945,0.06034884112091543,1.9193381504573563,0.33758286772471735,1,0,1
HDFCBANK,2022-11-11,743.404141412297,787.6715724866862,740.0359673088109,775.2333984375,56722338,0.05666491546172536,2.852656488212396,0.33699848661888965,1,0,1
HINDUNILVR,2024-06-05,2454.4341210050734,2638.88834844956,2446.151067118012,2521.47314453125,11061076,0.04264295417357866,2.0139509892799405,0.33622589333907593,1,0,1
BAJFINANCE,2025-09-04,915.0,948.0,912.25,934.75,21738706,0.042898597267316596,2.521325840753323,0.3354271450726798,0,0,1
